sysname	name	chr	posup	posdown	strand	control	type	alias	info	meanexp	logFC	pval	padj
YDR120C	TRM1	4	691549	693261	C	Verified	ORF	tRNA (guanine26-N2)-dimethyltransferase	tRNA methyltransferase; two forms of protein are made by alternative translation starts; localizes to both nucleus and mitochondrion to produce modified base N2,N2-dimethylguanosine in tRNAs in both compartments; nuclear Trm1p is evenly distributed around inner nuclear membrane in WT, but mislocalizes as puncta near ER-nucleus junctions in spindle pole body (SPB) mutants; both Trm1p inner nuclear membrane targeting and maintenance depend upon SPB	9413.15746673252	-0.0394031949248297	0.196096910858906	0.494105832746498
YDR121W	DPB4	4	693585	694175	W	Verified	ORF	DNA polymerase epsilon noncatalytic subunit	Subunit of DNA pol epsilon and of ISW2 chromatin accessibility complex; involved in both chromosomal DNA replication and inheritance of telomeric silencing; stabilizes the interaction of Pol epsilon with primer-template DNA, positively affecting the processivity of the polymerase and exonuclease activities of Pol epsilon; interacts with extranucleosomal DNA and acts as anchor point for ISW2 complex that retains its position on DNA during nucleosome mobilization	1721.19893459491	0.0419325944623619	0.349229990715336	0.652115054045023
YDR122W	KIN1	4	694700	697894	W	Verified	ORF	serine/threonine protein kinase KIN1	Serine/threonine protein kinase involved in regulation of exocytosis; localizes to the cytoplasmic face of the plasma membrane; KIN1 has a paralog, KIN2, that arose from the whole genome duplication	2738.60103356606	-0.0191420198527402	0.642047807431464	0.849547651690677
YDR123C	INO2	4	698554	699468	C	Verified	ORF	SCS1|DIE1	Transcription factor; component of the heteromeric Ino2p/Ino4p basic helix-loop-helix transcription activator that binds inositol/choline-responsive elements (ICREs), required for derepression of phospholipid biosynthetic genes in response to inositol depletion; involved in diauxic shift	1583.87875370174	-0.00489928301721889	0.899546226195178	0.962709868580242
YDR124W	YDR124W	4	700315	701289	W	Uncharacterized	ORF		Putative protein of unknown function; non-essential gene; expression is strongly induced by alpha factor	434.26851068892	0.182175486827906	0.000349191768281787	0.00697777300854751
YDR125C	ECM18	4	701397	702758	C	Verified	ORF	alpha/beta hydrolase family protein	Protein of unknown function; ECM18 has a paralog, ICT1, that arose from the whole genome duplication	401.288609951045	0.0345300910405138	0.531337367200844	0.777061047913515
YDR126W	SWF1	4	703234	704244	W	Verified	ORF	palmitoyltransferase SWF1|PSL10	Palmitoyltransferase that acts on transmembrane proteins; including the SNAREs Snc1p, Syn8p, Tlg1p and likely all SNAREs; contains an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; may have a role in vacuole fusion	597.749986465485	0.04262721506151	0.394899163917221	0.68763833232787
YDR127W	ARO1	4	704484	709250	W	Verified	ORF	pentafunctional protein ARO1p	Pentafunctional arom protein; catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids	14210.9187709981	0.0608029270939869	0.110212734989946	0.361384590989554
YDR128W	MTC5	4	709549	712995	W	Verified	ORF	SEA3	Subunit of SEACAT, a subcomplex of the SEA complex; Mtc1p, along with Rtc1p and Sea4p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; relative distribution to the vacuolar membrane decreases upon DNA replication stress	4076.63107740119	-0.0252882401449148	0.485137946576346	0.750731078931668
YDR129C	SAC6	4	713340	715379	C	Verified	ORF	fimbrin|ABP67	Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant	17323.0831105524	0.0134271528502557	0.666165866728057	0.863358950840096
YDR130C	FIN1	4	715747	716622	C	Verified	ORF		Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in dividing cells; localizes to poles and microtubules of spindle during anaphase and contributes to spindle stability; involved in Glc7p localization and regulation; relative distribution to the nucleus increases upon DNA replication stress	878.354513111083	-0.0381261792659114	0.396156215689956	0.68802916943793
YDR131C	YDR131C	4	716790	718460	C	Verified	ORF		F-box protein subunit of SCF ubiquitin ligase complex; substrate-specific adaptor subunit that recruits substrates to a core ubiquitination complex	1113.67176635176	0.0529077334650634	0.204483508398908	0.503244601400186
YDR132C	YDR132C	4	718816	720303	C	Verified	ORF		Protein of unknown function; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; YDR132C has a paralog, YLR108C, that arose from the whole genome duplication	841.983002565559	0.127986981742408	0.00207589070516587	0.0269070968653819
YDR133C	YDR133C	4	720962	721297	C	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps YDR134C	3273.92596818892	-0.325123098188794	1.11969162257519e-12	2.07865331868395e-10
YDR134C	NA	NA	NA	NA	NA	NA	NA	NA	NA	7632.83113374179	-0.235299007222721	1.08139211593611e-10	1.48176467314579e-08
YDR135C	YCF1	4	723004	727551	C	Verified	ORF	ATP-binding cassette glutathione S-conjugate transporter YCF1	Vacuolar glutathione S-conjugate transporter; ABC-C transporter of the ATP-binding cassette family; required for vacuole fusion; forms stable complexes with vacuole fusion machinery; regulates Vam7p recruitment to vacuoles; role in detoxifying metals (Cd, Hg, As); transports GSSG that is not immediately reduced in cytosol to vacuole; transports unconjugated bilirubin, selenodigluthatione, oxidized glutathione; similar to human cystic fibrosis protein CFTR	11754.6360574148	-0.00836135924244826	0.77984585544988	0.913459280935132
YDR137W	RGP1	4	728259	730250	W	Verified	ORF		Subunit of a Golgi membrane exchange factor (Ric1p-Rgp1p); this complex catalyzes nucleotide exchange on Ypt6p	2646.02881349759	0.0586403523946619	0.068397398647109	0.274687389542297
YDR138W	HPR1	4	730578	732836	W	Verified	ORF	TRF1	Subunit of THO/TREX complexes; this complex couple transcription elongation with mitotic recombination and with mRNA metabolism and export, subunit of an RNA Pol II complex; regulates lifespan; involved in telomere maintenance; similar to Top1p	3079.02943712601	0.0917231968391578	0.0169223602728288	0.11975584438594
YDR139C	RUB1	4	733618	733924	C	Verified	ORF	NEDD8 family protein RUB1	Ubiquitin-like protein with similarity to mammalian NEDD8; conjugation (neddylation) substrates include the cullins Cdc53p, Rtt101p, and Cul3p; activated by Ula1p and Uba3p (E1 enzyme pair); conjugation mediated by Ubc12p (E2 enzyme)	548.851284229589	-0.106114222816495	0.0644033807388889	0.264616165270801
YDR140W	MTQ2	4	734138	734803	W	Verified	ORF	S-adenosylmethionine-dependent methyltransferase	S-adenosylmethionine-dependent methyltransferase; subunit of complex with Trm112p that methylates translation release factor Sup45p (eRF1) in the ternary complex eRF1-eRF3-GTP; similar to E.coli PrmC; member of the seven beta-strand family	1495.16145282241	-0.0289924296978653	0.432382985692425	0.718142592398241
YDR141C	DOP1	4	734901	739997	C	Verified	ORF		Golgi-localized, leucine-zipper domain containing protein; involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies	4216.56393489041	0.0359782012206813	0.44450789375706	0.723740329640886
YDR142C	PEX7	4	740473	741600	C	Verified	ORF	PEB1|PAS7	Peroxisomal signal receptor for peroxisomal matrix proteins; recognizes the N-terminal nonapeptide signal (PTS2); WD repeat protein; defects in human homolog cause lethal rhizomelic chondrodysplasia punctata (RCDP)	1252.51367829895	0.0352094796013905	0.388351211873493	0.682355890549565
YDR143C	SAN1	4	742042	743874	C	Verified	ORF	ubiquitin-protein ligase SAN1	Ubiquitin-protein ligase; involved in proteasome-dependent degradation of aberrant nuclear proteins; targets substrates with regions of exposed hydrophobicity containing 5 or more contiguous hydrophobic residues; contains intrinsically disordered regions that contribute to substrate recognition; prefers a window of exposed hydrophobicity that causes a particular level of protein insolubility, suggesting that San1p evolved to target highly aggregation-prone proteins	2708.86254963423	0.105467477463346	0.02066746658363	0.135903089696829
YDR144C	MKC7	4	744311	746101	C	Verified	ORF	aspartyl protease|YPS2	GPI-anchored aspartyl protease; member of the yapsin family of proteases involved in cell wall growth and maintenance; shares functions with Yap3p and Kex2p; MKC7 has a paralog, YPS1, that arose from the whole genome duplication	6790.69687237234	0.0772573807384614	0.0066426200980386	0.0618580560909582
YDR145W	TAF12	4	746738	748357	W	Verified	ORF	TafII61|TafII68|TAF68|TAF61	Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A; overexpression of the human ortholog, TAF12, an oncogene involved in the formation of choroid plexus carcinomas, results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors	5561.42968060239	0.0675710111164949	0.0366809054831796	0.193027395665029
YDR146C	SWI5	4	748613	750742	C	Verified	ORF	DNA-binding transcription factor SWI5	Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog, ACE2, that arose from the whole genome duplication	4055.08253612243	0.0182888983968406	0.647661028345013	0.851757133940939
YDR147W	EKI1	4	751631	753235	W	Verified	ORF	bifunctional choline kinase/ethanolamine kinase EKI1	Ethanolamine kinase; primarily responsible for phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; exhibits some choline kinase activity, thus contributing to phosphatidylcholine synthesis via the CDP-choline pathway; EKI1 has a paralog, CKI1, that arose from the whole genome duplication	2249.56199421981	-0.0108734327524354	0.756188502457178	0.902314914294227
YDR148C	KGD2	4	753675	755066	C	Verified	ORF	alpha-ketoglutarate dehydrogenase KGD2	Dihydrolipoyl transsuccinylase; component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes the oxidative decarboxylation of alpha-ketoglutarate to succinyl-CoA in the TCA cycle; phosphorylated	5454.36011904148	-0.0644476119337312	0.11374344382708	0.368785081253433
YDR150W	NUM1	4	755628	763874	W	Verified	ORF	PAC12	Protein required for nuclear migration; component of the mitochondria-ER-cortex-ancor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex	6830.43556394598	0.0189382979292018	0.704016896888351	0.881643969526045
YDR151C	CTH1	4	764178	765155	C	Verified	ORF	putative mRNA-binding protein CTH1	Member of the CCCH zinc finger family; similar to mammalian Tis11 protein, which activates transcription and also has a role in mRNA degradation; may function with Tis11p in iron homeostasis; CTH1 has a paralog, TIS11, that arose from the whole genome duplication	2027.20320590266	0.147661441422315	8.10276746124885e-05	0.00229711461770873
YDR152W	GIR2	4	765706	766503	W	Verified	ORF		Highly-acidic RWD domain-containing cytoplasmic protein; forms a highly conserved complex with Rbg2p that is responsible for efficient cell growth under amino acid starvation and binds translational activator Gcn1p in dose-dependent manner according to stress level; associates with translating ribosomes; intrinsically unstructured protein whose stability is enhanced upon binding Rbg2p	5547.83406964125	0.0128993993002501	0.676161923097761	0.866086330243326
YDR153C	ENT5	4	766736	767971	C	Verified	ORF		Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin	3230.00532043784	0.0429755362139615	0.296691072642765	0.602702832001099
YDR154C	YDR154C	4	768403	768753	C	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; null mutant exhibits synthetic phenotype with alpha-synuclein	23004.401847714	-0.126008194536039	0.000209053182920046	0.00479902992283217
YDR155C	CPR1	4	768512	769000	C	Verified	ORF	peptidylprolyl isomerase CPR1|CPH1|CYP1	Cytoplasmic peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds the drug cyclosporin A; N-terminally propionylated in vivo; protein abundance increases in response to DNA replication stress	41367.8280409569	-0.149447589162656	0.000485952302543012	0.00905066505221694
YDR156W	RPA14	4	769525	769938	W	Verified	ORF	DNA-directed RNA polymerase I subunit RPA14|A14	RNA polymerase I subunit A14	1293.04595245967	-0.0812068768396324	0.0873910273717532	0.318617087569147
YDR158W	HOM2	4	770357	771454	W	Verified	ORF	aspartate-semialdehyde dehydrogenase|THR2	Aspartic beta semi-aldehyde dehydrogenase; catalyzes the second step in the common pathway for methionine and threonine biosynthesis; expression regulated by Gcn4p and the general control of amino acid synthesis	45434.9873751533	0.0627748374106943	0.113553475928813	0.368449978578008
YDR159W	SAC3	4	771877	775782	W	Verified	ORF	LEP1	mRNA export factor; required for biogenesis of the small ribosomal subunit; component of TREX-2 complex (Sac3p-Thp1p-Sus1p-Cdc31p) involved in transcription elongation and mRNA export from the nucleus; involved in post-transcriptional tethering of active genes to the nuclear periphery and to non-nascent mRNP; similar to the human germinal center-associated nuclear protein (GANP)	4654.82726446049	0.0657377636928842	0.0243808213397779	0.151135728643711
YDR160W	SSY1	4	776163	778721	W	Verified	ORF	RAA1|SHR10	Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p, Ptr3p, and Ssy5p	2066.00768818944	0.0475503120709869	0.125119333002829	0.388173456297186
YDR161W	ACL4	4	779043	780206	W	Verified	ORF		Specific assembly chaperone for ribosomal protein Rpl4p; binds to an evolutionarily conserved surface extension of nascent Rpl4p and chaperones Rpl4p until its assembly into the pre-ribosome; transcriptionally co-regulated with rRNA and ribosome biosynthesis genes	6652.85665857714	-0.0385952397527059	0.202355144019185	0.502179324635794
YDR162C	NBP2	4	780390	781100	C	Verified	ORF		Protein involved in the HOG (high osmolarity glycerol) pathway; negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex; interacts with Bck1p and down regulates the cell wall integrity pathway; found in the nucleus and cytoplasm, contains an SH3 domain and a Ptc1p binding domain (PBM)	1488.59089122471	0.0786350998876343	0.0297635851271638	0.168591961030342
YDR163W	CWC15	4	781423	781950	W	Verified	ORF	U2-type spliceosomal complex subunit CWC15	Non-essential protein involved in pre-mRNA splicing; component of a complex containing Cef1p; has similarity to S. pombe Cwf15p	968.739590620285	0.021355157071731	0.657869754895328	0.857928946164199
YDR164C	SEC1	4	782041	784215	C	Verified	ORF		Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p	3179.13118382007	0.0340725165760691	0.400549311380803	0.691592460026154
YDR165W	TRM82	4	784871	786205	W	Verified	ORF		Catalytic subunit of a tRNA methyltransferase complex; Trm8p and Trm82p comprise an enzyme that catalyzes a methyl-transfer from S-adenosyl-l-methionine to the N(7) atom of guanine at position 46 in tRNA; Trm8 lacks catalytic activity if not bound to Trm82p; relocalizes to the cytosol in response to hypoxia; mutation in human ortholog WDR4 causes microcephalic primordial dwarfism	8510.75818911905	-0.0464143621040792	0.159754022575667	0.440281913749461
YDR166C	SEC5	4	786306	789221	C	Verified	ORF	exocyst subunit SEC5	Essential 107kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in assembly of the exocyst complex; required with Sec3p for ER inheritance where it promotes anchoring of the cortical ER at the bud tip	3633.51729229689	0.0323455167135916	0.347983666654886	0.651139834002064
YDR167W	TAF10	4	789449	790069	W	Verified	ORF	TafII25|TAF25|TAF23	Subunit (145 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification	2142.0221763284	-0.0506634746329291	0.218681710231392	0.519364933021947
YDR168W	CDC37	4	790328	791848	W	Verified	ORF	SMO1	Essential Hsp90p co-chaperone; necessary for passage through the START phase of the cell cycle; stabilizes protein kinase nascent chains and participates along with Hsp90p in their folding	7087.33785436677	0.0460817908029936	0.0927227201604056	0.329191396991446
YDR169C	STB3	4	792348	793889	C	Verified	ORF		Ribosomal RNA processing element (RRPE)-binding protein; involved in the glucose-induced transition from quiescence to growth; restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion; binds Sin3p; relative distribution to the nucleus increases upon DNA replication stress	1906.21810424375	0.027277159605397	0.517137091587148	0.768627056323356
YDR170C	SEC7	4	796193	802222	C	Verified	ORF	Arf family guanine nucleotide exchange factor SEC7	Guanine nucleotide exchange factor (GEF) for ADP ribosylation factors; involved in proliferation of the Golgi, intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles	10999.9303861472	0.00103520099930625	0.979963639939723	0.993528690980946
YDR170W-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	661.554570022257	0.0508097275511632	0.331558708237691	0.638409512703515
YDR171W	HSP42	4	806621	807748	W	Verified	ORF	heat shock protein HSP42	Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress	2333.28284870434	0.11766202116331	0.0514640605909054	0.232873682156184
YDR172W	SUP35	4	808324	810381	W	Verified	ORF	translation termination factor GTPase eRF3|eRF3|[PSI(+)]|[PSI]|SUP36|SUP2|SUF12|SAL3|PNM2|GST1	Translation termination factor eRF3; has a role in mRNA deadenylation and decay; altered protein conformation creates the [PSI(+)] prion that modifies cellular fitness, alters translational fidelity by affecting reading frame selection, and results in a nonsense suppressor phenotype; many stress-response genes are repressed in the presence of [PSI(+)]	27007.6481779454	-0.0539605731407993	0.0548834224121693	0.242405292388361
YDR173C	ARG82	4	810565	811632	C	Verified	ORF	inositol polyphosphate multikinase|ARGRIII|IPK2|ARGR3	Inositol polyphosphate multikinase (IPMK); sequentially phosphorylates Ins(1,4,5)P3 to form Ins(1,3,4,5,6)P5; also has diphosphoinositol polyphosphate synthase activity; regulates arginine-, phosphate-, and nitrogen-responsive genes	742.415625971987	0.0140582665437641	0.741572946651869	0.898316810008157
YDR174W	HMO1	4	812110	812850	W	Verified	ORF	HSM2	Chromatin associated high mobility group (HMG) family member; involved in compacting, bending, bridging and looping DNA; rDNA-binding component that regulates transcription from RNA polymerase I promoters; regulates start site selection of ribosomal protein genes via RNA polymerase II promoters; role in genome maintenance; associates with a 5'-3' DNA helicase and Fpr1p, a prolyl isomerase; relocalizes to the cytosol in response to hypoxia	7600.26474515932	-0.0933425617363798	0.0069848703144566	0.0644510000442112
YDR175C	RSM24	4	813193	814152	C	Verified	ORF	mitochondrial 37S ribosomal protein RSM24	Mitochondrial ribosomal protein of the small subunit	1831.89780234426	-0.0538823517599365	0.130867494048519	0.397646477428314
YDR176W	NGG1	4	814452	816560	W	Verified	ORF	histone acetyltransferase NGG1|SWI7|ADA3	Subunit of chromatin modifying histone acetyltransferase complexes; member of the ADA complex, the SAGA complex, and the SLIK complex; transcriptional regulator involved in glucose repression of Gal4p-regulated genes	4234.00494686169	0.0429520499378753	0.1466022189376	0.420795895254808
YDR177W	UBC1	4	816878	817525	W	Verified	ORF	E2 ubiquitin-conjugating protein UBC1	Ubiquitin-conjugating enzyme; key E2 partner with Ubc4p for the anaphase-promoting complex (APC); mediates selective degradation of short-lived and abnormal proteins; plays a role in vesicle biogenesis and ER-associated protein degradation (ERAD); component of the cellular stress response; protein abundance increases in response to DNA replication stress key E2 partner with Ubc4p for the anaphase-promoting complex (APC)	4274.95762251928	0.0363588235132127	0.34948463525301	0.652378876380498
YDR178W	SDH4	4	817950	818495	W	Verified	ORF	succinate dehydrogenase membrane anchor subunit SDH4|ACN18	Membrane anchor subunit of succinate dehydrogenase (SDH); involved in coupling the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; has similarity to human SDH subunit D (SDHD), which is implicated in paraganglioma	1194.16002818563	0.0530112960241243	0.263309843625283	0.566062065768959
YDR179C	CSN9	4	818708	819196	C	Verified	ORF		Subunit of the Cop9 signalosome; Cop9 signalosome is required for deneddylation, or removal of the ubiquitin-like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling	407.475019069855	-0.0461293659391485	0.384006994500038	0.679151891010362
YDR179W-A	NVJ3	4	819433	820824	W	Verified	ORF		Protein with a potential role in tethering ER and vacuoles; localizes to nucleus-vacuole junctions in an Mdm1p-dependent manner; contains a lipid-binding PXA domain	1107.36128891265	-0.0847948950075773	0.0384194923724509	0.199462521002381
YDR180W	SCC2	4	821295	825776	W	Verified	ORF	cohesin-loading factor complex subunit SCC2	Subunit of cohesin loading factor (Scc2p-Scc4p); a complex required for loading of cohesin complexes onto chromosomes; involved in establishing sister chromatid cohesion during DSB repair via histone H2AX; promotes gene expression program that supports translational fidelity; evolutionarily-conserved adherin; relocalizes to cytosol in response to hypoxia; human disorder Cornelia de Lange syndrome is caused by mutations in NIPBL, the human ortholog of SCC2	2512.85615719488	0.0202100313917969	0.611596254320563	0.830126519720481
YDR181C	SAS4	4	825910	827355	C	Verified	ORF		Subunit of the SAS complex (Sas2p, Sas4p, Sas5p); acetylates free histones and nucleosomes and regulates transcriptional silencing; required for the HAT activity of Sas2p	1639.71079963373	0.0128558706235576	0.72564524944395	0.891754945665158
YDR182W	CDC1	4	827582	829057	W	Verified	ORF	putative lipid phosphatase CDC1|ESP2|DSR1|DSC1	Putative mannose-ethanolamine phosphate phosphodiesterase; involved in GPI-anchor remodeling prior to the attachment of cell wall proteins to beta 1,3-glucan, removing ethanolamine phosphate from the first mannose of GPI anchors; mutants display elevated Ca2+-dependent signaling resulting in secondary actin polarization and Golgi inheritance defects; enzyme is Mn2+-dependent; mutants have cell division cycle defect and fragile cell walls	4088.12254528735	0.0465658637042693	0.0987514762904014	0.340308231168419
YDR183C-A	YDR183C-A	4	830397	830654	C	Dubious	ORF		Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR	110.110739403926	-0.0939787080251197	0.12539827307093	0.388619850039419
YDR183W	PLP1	4	829585	830277	W	Verified	ORF		Protein that interacts with CCT (chaperonin containing TCP-1) complex; has a role in actin and tubulin folding; has weak similarity to phosducins, which are G-protein regulators	885.586152440922	0.0174703233287187	0.717521779671589	0.888411756026246
YDR184C	ATC1	4	830629	831513	C	Verified	ORF	LIC4	Nuclear protein; possibly involved in regulation of cation stress responses and/or in the establishment of bipolar budding pattern; relative distribution to the nucleus decreases upon DNA replication stress	3341.12865200471	-0.0586392473648391	0.154633628224834	0.432880295787033
YDR185C	UPS3	4	831934	832473	C	Verified	ORF	GEP2	Mitochondrial protein of unknown function; similar to Ups1p and Ups2p which are involved in regulation of mitochondrial cardiolipin and phosphatidylethanolamine levels; null is viable but interacts synthetically with ups1 and ups2 mutations; UPS3 has a paralog, UPS2, that arose from the whole genome duplication	177.626068048113	0.0687493416342642	0.288411919205765	0.593213221954675
YDR186C	SND1	4	832859	835492	C	Verified	ORF		Protein involved in SRP-independent targeting of substrates to the ER; component of an alternative ER targeting pathway that has partial functional redundancy with the GET pathway; preference for substrates with downstream transmembrane domains; interacts with Env10p/Snd2p and Pho88p/Snd3p; can compensate for loss of SRP; may interact with ribosomes, based on co-purification experiments; GFP-fusion protein localizes to the cytoplasm	6970.93741158965	0.0564720065336273	0.0604893092414376	0.255404236745762
YDR188W	CCT6	4	836421	838061	W	Verified	ORF	chaperonin-containing T-complex subunit CCT6|TCP20|TCP6|HTR3	Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif	18260.3683257197	-0.104512796163621	9.35849883736009e-05	0.00256467432423844
YDR189W	SLY1	4	838392	840392	W	Verified	ORF	syntaxin-binding protein	Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a trans-SNARE membrane-protein complex	6403.82339047133	-0.0124944763961932	0.715576827131353	0.887369355186979
YDR190C	RVB1	4	840604	841995	C	Verified	ORF	RuvB family ATP-dependent DNA helicase pontin|TIP49|TIH1|TIP49A	ATP-dependent DNA helicase, also known as pontin; member of the AAA+ and RuvB-like protein families; similar to Rvb2p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly	11804.9387114454	-0.0316819515583896	0.283326640414228	0.587164638112408
YDR191W	HST4	4	842337	843449	W	Verified	ORF	NAD-dependent histone deacetylase HST4	NAD(+)-dependent protein deacetylase; deacetylation targets are primarily mitochondrial proteins; involved along with Hst3p in silencing at telomeres, cell cycle progression, radiation resistance, genomic stability and short-chain fatty acid metabolism; accumulates in mitochondria in response to biotin starvation and may link biotin metabolism with energy homeostasis; member of the Sir2 family and may be the functional equivalent of human SIRT3	551.808439968937	0.0394480798438894	0.474373706795545	0.742881149494133
YDR192C	NUP42	4	843569	844861	C	Verified	ORF	FG-nucleoporin NUP42|UIP1|RIP1	FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery; interacts with Gle1p	1721.83378159648	-0.0117168003616505	0.76916702615634	0.908570655896909
YDR194C	MSS116	4	845952	847946	C	Verified	ORF	ATP-dependent RNA helicase	Mitochondrial transcription elongation factor; DEAD-box protein; required for efficient splicing of mitochondrial Group I and II introns; non-polar RNA helicase that also facilities strand annealing; promotes RNA folding by stabilizing an early assembly intermediate	10559.5956439168	0.0341041836964029	0.285009203366387	0.588737485778629
YDR195W	REF2	4	848599	850200	W	Verified	ORF	RNA-processing protein REF2	RNA-binding protein; involved in the cleavage step of mRNA 3'-end formation prior to polyadenylation, and in snoRNA maturation; part of holo-CPF subcomplex APT, which associates with 3'-ends of snoRNA- and mRNA-encoding genes; putative regulatory subunit of type 1 protein phosphatase Glc7p, required for actomyosin ring formation, and for timely dephosphorylation and release of Bnr1p from the division site; relocalizes to the cytosol in response to hypoxia	1746.7497851477	0.0846529116287293	0.0283920817312544	0.163888094647311
YDR196C	CAB5	4	850274	850999	C	Verified	ORF	putative dephospho-CoA kinase	Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC); subunits of this complex are: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p; probable dephospho-CoA kinase (DPCK) that catalyzes the last step in coenzyme A biosynthesis; null mutant lethality is complemented by human homolog DCAKD and by E. coli coaE (encoding DPCK); detected in purified mitochondria in high-throughput studies; also localized to lipid droplets	2038.37241893502	-0.0509553937727382	0.164072294507642	0.44665849332615
YDR197W	CBS2	4	851228	852397	W	Verified	ORF	CBP7	Mitochondrial translational activator of the COB mRNA; interacts with translating ribosomes, acts on the COB mRNA 5'-untranslated leader	1265.71084628687	0.00440683082340171	0.91169381560972	0.96995610311492
YDR198C	RKM2	4	852533	853972	C	Verified	ORF	protein-lysine N-methyltransferase	Ribosomal protein lysine methyltransferase; responsible for trimethylation of the lysine residue at position 3 of Rpl12Ap and Rpl12Bp	1889.96484095006	-0.00608610276573109	0.87670979122588	0.95513581161095
YDR199W	YDR199W	4	854175	854540	W	Dubious	ORF		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VPS64/YDR200C; computationally predicted to have thiol-disulfide oxidoreductase activity	2.71446289045841	-0.0258356143836171	0.24689709125584	0.549628232525999
